IP,Country,City,Organization,ISP,ASN,Ports,Vulnerabilities,OS,Source_Count,Sources
111.7.100.31,,,,,,,,,1,Malwares and Logs/access.log
123.187.240.242,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
20.114.164.208,,,,,,,,,1,Malwares and Logs/access.log
57.129.64.219,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.215,,,,,,,,,1,Malwares and Logs/access.log
43.130.40.120,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.22.225.96,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.194,,,,,,,,,1,Malwares and Logs/access.log
54.209.39.17,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.90.63.100,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
43.130.16.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.83.225,,,,,,,,,1,Malwares and Logs/access.log
199.45.155.90,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.193,,,,,,,,,1,Malwares and Logs/access.log
211.174.53.239,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
80.74.113.66,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
111.172.249.49,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
66.249.77.32,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.39,,,,,,,,,1,Malwares and Logs/access.log
203.229.186.184,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
84.246.85.11,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.108.158.227,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
3.138.117.199,,,,,,,,,1,Malwares and Logs/access.log
210.107.100.225,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
144.126.234.72,,,,,,,,,1,Malwares and Logs/access.log
91.238.181.33,,,,,,,,,1,Malwares and Logs/access.log
106.0.0.0,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
68.183.17.220,,,,,,,,,1,Malwares and Logs/access.log
206.168.34.32,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.107,,,,,,,,,1,Malwares and Logs/access.log
45.90.62.99,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.227.193.15,,,,,,,,,1,Malwares and Logs/access.log
88.214.25.62,,,,,,,,,1,Malwares and Logs/access.log
162.158.102.39,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
8.222.146.54,,,,,,,,,1,Malwares and Logs/access.log
43.153.21.216,,,,,,,,,1,Malwares and Logs/access.log
162.158.183.207,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.137,,,,,,,,,1,Malwares and Logs/access.log
89.187.217.102,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
125.141.35.27,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
36.156.22.4,,,,,,,,,1,Malwares and Logs/access.log
209.38.88.50,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.252,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.89,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.237,,,,,,,,,1,Malwares and Logs/access.log
176.53.216.44,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
23.92.27.189,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.212,,,,,,,,,1,Malwares and Logs/access.log
176.53.217.90,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.103.242.3,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.220.178,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.129.14.9,,,,,,,,,1,Malwares and Logs/access.log
121.128.1.163,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
45.86.202.82,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.236.176.93,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.158,,,,,,,,,1,Malwares and Logs/access.log
221.229.106.25,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.221.1,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
159.65.230.169,,,,,,,,,1,Malwares and Logs/access.log
45.90.61.1,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
124.220.171.131,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.128,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
103.231.90.234,,,,,,,,,1,Malwares and Logs/access.log
45.90.61.184,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
165.22.151.34,,,,,,,,,1,Malwares and Logs/access.log
121.78.119.146,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
168.131.31.81,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
222.100.148.14,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.219.68,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.100.173,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
178.128.243.179,,,,,,,,,1,Malwares and Logs/access.log
93.112.12.130,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/SA_Proxyshell_target.txt
147.78.47.69,,,,,,,,,1,Malwares and Logs/access.log
35.230.6.216,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.170,,,,,,,,,1,Malwares and Logs/access.log
167.248.133.51,,,,,,,,,1,Malwares and Logs/access.log
162.158.203.164,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.155.78,,,,,,,,,1,Malwares and Logs/access.log
91.108.130.203,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
89.104.100.60,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
52.151.22.44,,,,,,,,,1,Malwares and Logs/access.log
210.205.3.241,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
161.0.31.99,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.217.242,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.198.69.35,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.103,,,,,,,,,1,Malwares and Logs/access.log
212.199.236.67,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
162.142.125.213,,,,,,,,,1,Malwares and Logs/access.log
211.232.158.252,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.102.98,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
114.132.152.240,,,,,,,,,1,Malwares and Logs/access.log
154.212.141.214,,,,,,,,,1,Malwares and Logs/access.log
162.158.94.233,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.247.140.130,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
91.238.181.21,,,,,,,,,1,Malwares and Logs/access.log
156.146.35.180,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.158.111.169,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
47.88.6.181,,,,,,,,,1,Malwares and Logs/access.log
5.160.178.162,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
45.90.61.247,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
101.35.239.216,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.111.132,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.125,,,,,,,,,1,Malwares and Logs/access.log
143.244.128.235,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.101.162,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
194.165.16.73,,,,,,,,,1,Malwares and Logs/access.log
162.216.149.3,,,,,,,,,1,Malwares and Logs/access.log
199.45.154.114,,,,,,,,,1,Malwares and Logs/access.log
210.92.210.137,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
52.231.94.2,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
152.32.198.93,,,,,,,,,1,Malwares and Logs/access.log
59.10.58.191,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.134.160,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
146.190.241.43,,,,,,,,,1,Malwares and Logs/access.log
92.255.57.150,,,,,,,,,1,Malwares and Logs/access.log
18.171.166.91,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.38,,,,,,,,,1,Malwares and Logs/access.log
35.176.251.187,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.58,,,,,,,,,1,Malwares and Logs/access.log
2.52.57.12,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0031-0035.md
61.74.122.28,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
93.118.41.95,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
162.142.125.117,,,,,,,,,1,Malwares and Logs/access.log
3.17.4.163,,,,,,,,,1,Malwares and Logs/access.log
124.225.164.130,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.228.170.65,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
117.0.0.0,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
45.249.245.54,,,,,,,,,1,Malwares and Logs/access.log
141.101.105.4,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.248.133.50,,,,,,,,,1,Malwares and Logs/access.log
154.213.184.19,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.112,,,,,,,,,1,Malwares and Logs/access.log
162.158.110.22,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
211.111.172.91,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
162.158.222.40,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.179.71.53,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
45.90.62.30,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
174.7.32.199,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
111.7.96.172,,,,,,,,,1,Malwares and Logs/access.log
94.131.9.59,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0046-0050.md
170.64.236.72,,,,,,,,,1,Malwares and Logs/access.log
162.158.103.13,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.221,,,,,,,,,1,Malwares and Logs/access.log
27.115.124.109,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.165,,,,,,,,,1,Malwares and Logs/access.log
194.114.136.105,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.189.79.246,,,,,,,,,1,Malwares and Logs/access.log
185.242.226.46,,,,,,,,,1,Malwares and Logs/access.log
13.229.230.136,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0047-0048.md
165.232.55.144,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.218,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.180,,,,,,,,,1,Malwares and Logs/access.log
152.32.251.44,,,,,,,,,1,Malwares and Logs/access.log
118.26.36.40,,,,,,,,,1,Malwares and Logs/access.log
59.16.217.6,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
2.187.19.189,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
45.86.202.94,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.206,,,,,,,,,1,Malwares and Logs/access.log
198.235.24.82,,,,,,,,,1,Malwares and Logs/access.log
85.184.233.203,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Saudi/SA_Proxyshell_target.txt
45.156.128.121,,,,,,,,,1,Malwares and Logs/access.log
44.243.43.133,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
130.0.0.0,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
198.235.24.247,,,,,,,,,1,Malwares and Logs/access.log
45.90.61.107,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.111.147,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.223.139.72,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
154.212.141.209,,,,,,,,,1,Malwares and Logs/access.log
165.232.87.176,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.167,,,,,,,,,1,Malwares and Logs/access.log
54.38.100.157,,,,,,,,,1,Malwares and Logs/access.log
176.53.222.154,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
205.210.31.64,,,,,,,,,1,Malwares and Logs/access.log
147.185.132.31,,,,,,,,,1,Malwares and Logs/access.log
162.158.94.128,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
87.103.246.30,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.17.124.78,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/LB/Result_1.csv
198.235.24.183,,,,,,,,,1,Malwares and Logs/access.log
157.245.51.34,,,,,,,,,1,Malwares and Logs/access.log
210.109.225.3,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
199.45.154.115,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.115,,,,,,,,,1,Malwares and Logs/access.log
54.38.100.151,,,,,,,,,1,Malwares and Logs/access.log
199.45.155.111,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.175,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.210,,,,,,,,,1,Malwares and Logs/access.log
64.227.112.120,,,,,,,,,1,Malwares and Logs/access.log
89.104.100.212,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
203.229.160.195,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
118.26.38.106,,,,,,,,,1,Malwares and Logs/access.log
220.117.220.52,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
115.178.72.1,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
35.188.191.146,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.76.149,,,,,,,,,1,Malwares and Logs/access.log
87.236.176.167,,,,,,,,,1,Malwares and Logs/access.log
117.250.2.226,,,,,,,,,1,Malwares and Logs/access.log
78.39.246.84,,,,,,,,,1,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
3.18.111.243,,,,,,,,,1,Malwares and Logs/access.log
92.205.22.178,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
210.116.118.117,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
87.236.176.89,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.53,,,,,,,,,1,Malwares and Logs/access.log
220.92.191.234,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.216.228,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
164.52.24.178,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
206.168.34.60,,,,,,,,,1,Malwares and Logs/access.log
176.53.218.237,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
134.209.35.93,,,,,,,,,1,Malwares and Logs/access.log
159.223.170.246,,,,,,,,,1,Malwares and Logs/access.log
159.223.208.91,,,,,,,,,1,Malwares and Logs/access.log
103.186.184.202,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
152.32.197.12,,,,,,,,,1,Malwares and Logs/access.log
61.74.106.115,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
54.37.81.238,,,,,,,,,1,Malwares and Logs/access.log
205.210.31.152,,,,,,,,,1,Malwares and Logs/access.log
84.22.61.166,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0039-0040.md
185.202.174.105,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.45,,,,,,,,,1,Malwares and Logs/access.log
183.111.79.206,,,,,,,,,3,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/KR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
1.201.154.69,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
147.185.132.12,,,,,,,,,1,Malwares and Logs/access.log
43.130.37.243,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.222.65,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
185.180.143.72,,,,,,,,,1,Malwares and Logs/access.log
147.185.132.57,,,,,,,,,1,Malwares and Logs/access.log
209.127.106.179,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
199.45.154.146,,,,,,,,,1,Malwares and Logs/access.log
170.64.175.164,,,,,,,,,1,Malwares and Logs/access.log
80.64.30.181,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.173,,,,,,,,,1,Malwares and Logs/access.log
162.158.103.190,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
211.239.112.138,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
176.53.219.92,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
89.104.101.105,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
60.166.2.227,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
212.143.135.13,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0011-0015.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0013-0014.md
87.236.176.65,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.120,,,,,,,,,1,Malwares and Logs/access.log
115.178.73.100,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
185.122.217.152,,,,,,,,,1,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0035-0036.md
199.45.154.155,,,,,,,,,1,Malwares and Logs/access.log
143.198.122.254,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
178.219.166.91,,,,,,,,,1,Malwares and Logs/access.log
167.94.138.117,,,,,,,,,1,Malwares and Logs/access.log
162.142.125.10,,,,,,,,,1,Malwares and Logs/access.log
176.53.217.222,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
35.245.26.159,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
170.106.179.68,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
198.235.24.30,,,,,,,,,1,Malwares and Logs/access.log
34.136.198.33,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
108.0.0.0,,,,,,,,,2,Malwares and Logs/ameen-alkhalij.com.log|Malwares and Logs/access.log
175.207.74.179,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
35.189.226.226,,,,,,,,,1,Malwares and Logs/access.log
143.198.201.247,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
80.66.76.121,,,,,,,,,1,Malwares and Logs/access.log
185.247.137.249,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
13.125.52.195,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
211.52.68.165,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
161.0.30.138,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
217.219.209.11,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target.txt|Malwares and Logs/All_Proxy_Shell_Targets/Iran/IR_Proxyshell_target2.txt
69.160.160.51,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
183.109.79.190,,,,,,,,,2,Malwares and Logs/All_Proxy_Shell_Targets/KR/Result_Exchange.csv|Malwares and Logs/All_Proxy_Shell_Targets/KR/p1.csv
183.136.225.44,,,,,,,,,1,Malwares and Logs/access.log
176.53.223.137,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
176.53.217.138,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
46.31.97.154,,,,,,,,,2,Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti/analysis_pages_0006-0010.md|Intelligence_Analysis_Reports/Analysis_Run_20251001_113824/Ivanti سند بررسی و تلاش برای اخذ دسترسی با استفاده از اسیب پذیریpdf/analysis_pages_0009-0010.md
87.236.176.46,,,,,,,,,1,Malwares and Logs/access.log
170.106.192.208,,,,,,,,,1,Malwares and Logs/ameen-alkhalij.com.log
167.94.145.58,,,,,,,,,1,Malwares and Logs/access.log
128.14.237.9,,,,,,,,,1,Malwares and Logs/access.log
